V1,Breast_pvalue,reject,fdr_pvalue
PGLS,0.0428064111962725,False,0.11262998355740551
PGM1,0.0699017659517654,False,0.14429882231843533
PGM2,0.344112633700602,False,0.3744412048064178
PGM3,0.0147133458945921,False,0.07614274634035163
PHKA1,0.130590105090422,False,0.19867025466362778
PHKB,0.0032709878537331,True,0.04139860317770991
PHKG1,0.065970502274023,False,0.13977908402614775
PHKG2,0.0063666723744117,False,0.052811410143894344
PIDD1,0.055311699524,False,0.12637050211533096
PIF1,0.0993864104840676,False,0.17106527778923625
PIGF,0.0207310657226418,False,0.08167487499869297
PIK3C2A,0.10180459435845,False,0.1738259297290556
PIK3CA,0.0921594918268805,False,0.16646379579641413
PINX1,0.502746944888563,False,0.5115111547043699
PLAUR,0.012490264640483,False,0.06722056395523998
PLCG1,0.331059484210829,False,0.3626965680261983
PLD1,0.296886927156981,False,0.3338028147719471
PLK1,0.0448336829772267,False,0.11331978138338403
PML,0.0612822288634002,False,0.1333667489162811
PMS1,0.413408635552481,False,0.43226114662002085
PMS2,0.0673603238504435,False,0.1408642602996245
PNKP,0.0027871364843431,True,0.0380710983606015
POLB,0.0954111431995255,False,0.16847683875148486
POLD3,0.11648962941859,False,0.1883786954325813
POLL,0.0351941889912296,False,0.10584705934542014
POT1,0.0014025783052011,True,0.0290469442561002
PPA1,0.447517660219427,False,0.46116587136576587
PPARG,0.304760273925328,False,0.3402714710609749
PPARGC1B,0.309410596397791,False,0.3448638939017046
PPP2R1A,0.388888930418658,False,0.41063600876443823
PPP2R1B,0.0133300850372931,False,0.06957654141416399
PRC1,0.0475355227149168,False,0.11559774842036587
PRKCA,0.129496529956448,False,0.19841711749890123
PRKCB,0.0274596351223184,False,0.09377173270493838
PRKDC,0.168091933040753,False,0.2345978717655727
PRPS1,0.656364100763586,False,0.6584152385784722
PRPS2,0.0064501501236954,False,0.052811410143894344
PTEN,0.0749744329305734,False,0.1486236101992315
PTGES3,0.0020084276801955,True,0.03144903830940271
PTK2,0.0078986045593754,False,0.0569764508665057
PTK2B,0.0988339870565317,False,0.17106527778923625
PTN,0.329415735742517,False,0.3615126535840955
PTPN1,0.329072072705667,False,0.3615126535840955
PTTG1,0.0885914335843436,False,0.16438063688193236
PXN,0.0094087155744997,False,0.062055127544887165
PYCARD,0.0020780207731947,True,0.03176403181883328
PYGL,0.0012312170053599,True,0.027393346644929154
PYGM,0.0765324405531233,False,0.14979825254605234
RAC1,0.0161644144766156,False,0.07692094023310216
RAC2,2.91862505171372e-05,True,0.006245857610667362
RAD1,0.0427081344193485,False,0.11262998355740551
RAD17,0.200887920030676,False,0.2600202513300282
RAD18,0.0362422759119023,False,0.10612538867675923
RAD21,0.127933764413592,False,0.19696277398927112
RAD23A,0.197117356736186,False,0.25721411183868176
RAD23B,0.0928612084818729,False,0.16652764202615197
RAD50,0.0171085575250242,False,0.07692094023310216
RAD51,0.0597406968154442,False,0.13089941076967637
RAD51B,0.0447547644507022,False,0.11331978138338403
RAD51C,0.0446415570361857,False,0.11331978138338403
RAD51D,0.220981177918602,False,0.2749416981080281
RAD52,0.632041215591264,False,0.6380038685685401
RAD54L,0.123252938895886,False,0.19307317225344578
RAD9A,0.284264075583378,False,0.3224338101140083
RAF1,0.180612164265226,False,0.24514378320988392
RAP1A,0.0244940035756628,False,0.08785000165125988
RARA,0.018045186815007,False,0.0773624383746031
RASA1,0.113553648372187,False,0.1859730669768981
RASSF1,0.0915806883876768,False,0.16627034595943838
RB1,0.0081353382759288,False,0.05772896146583027
RBBP8,0.003140765706547,True,0.04115044048169743
RBKS,0.223770634834268,False,0.2778737863899421
RBL2,0.0742507982758976,False,0.1485015965517952
RDX,0.0019086365523208,True,0.03144903830940271
REL,0.236274440957187,False,0.2878333796859849
RELA,0.0750141793914469,False,0.1486236101992315
RELB,0.0001686744539156,True,0.011939509352781874
RET,0.0795771931386084,False,0.1529597544760078
REV1,0.200247073390521,False,0.2597143860943727
RFC1,0.144447881464763,False,0.2156640462799485
RHOA,0.0775389721253038,False,0.15039280998321766
RHOB,0.0594597313694882,False,0.13072995732606651
RHOC,0.04173638822006,False,0.11262998355740551
RIPK2,0.0021660577501752,True,0.03233974594447624
RND3,0.172950659415687,False,0.23981495322866317
RNF168,0.0451208615862596,False,0.11342417230305894
RNF8,0.488596502376867,False,0.4994887810922749
ROCK1,0.63665869749557,False,0.6396477054650328
RORB,0.0018588702967138,True,0.03144903830940271
ROS1,0.831680595709398,False,0.831680595709398
RPA1,0.271572998354431,False,0.3135788937833538
RPA3,0.272843922554249,False,0.31443138674447046
RPE,0.0900746820886008,False,0.16525432486489244
RPIA,0.0104619636676186,False,0.06277178200571161
RTEL1,0.174462841819976,False,0.24024070215477478
RUNX1,0.0007338466421938,True,0.02355647721442098
RUNX3,0.0355939175078206,False,0.10584705934542014
S100A4,0.0114727768360707,False,0.06404802372832512
SART1,0.038385434312595,False,0.10856144858451978
SDHA,0.0049940457634467,False,0.05082354959782845
SDHB,0.425348256788649,False,0.44186663569306256
SDHC,0.0773795802336251,False,0.15039280998321766
SDHD,0.245830290735915,False,0.2938976660194738
SERPINB5,0.116363903655541,False,0.1883786954325813
SERPINE1,0.209930611112407,False,0.2645139524486126
SERPINF1,0.0813435710483593,False,0.15542432325311512
SH3PXD2A,0.0725650008697535,False,0.14649915269931366
SIRT1,0.369351276664607,False,0.3965276247803975
SLC25A25,0.195721736901973,False,0.2564354185531973
SLK,0.0653437242279509,False,0.13890950647133934
SLX4,0.359461451897964,False,0.3874063150670884
SMAD2,0.162801213330898,False,0.23123535167795692
SMAD3,0.0052233831554318,False,0.05082354959782845
SMAD4,0.0883907282193122,False,0.16438063688193236
SMC1A,0.0707973669716684,False,0.14508393013327386
SMG6,0.0431779202482711,False,0.11314377469138795
SMUG1,0.173831584798856,False,0.23999973643196892
SNAI1,0.0125645913935028,False,0.06722056395523998
SNAI2,0.346432290842498,False,0.37632746314870336
SNAI3,0.216736699269574,False,0.2707100407219193
SOCS3,0.031750317354356,False,0.10191851870748278
SP1,0.17265716485149,False,0.23981495322866317
SPHK1,0.0163188239108379,False,0.07692094023310216
SRC,0.0375042833223857,False,0.10748995487933759
SSB,0.147202658687855,False,0.21717078161542774
STAT1,0.0237910471327685,False,0.08687066221855073
STAT3,0.289877249386582,False,0.32734399632795713
STK11,0.10528931324661,False,0.17708624129058476
STMN1,0.0187222436648634,False,0.07871446555803169
